Target protein id,ACC,Sn,Sp,Precision,F1-score,AUC,MCC,Positive MSE,Positive R,Positive R P value,Positive sample count,target_protein_id,target_chembl_id,uniprot_id,target_pref_name,organism,target_class_l1,target_class_l2
tp0183,0.96,0.95,0.97,0.9693877551020408,0.9595959595959596,0.9879,0.9201840552184064,0.5871904343820552,0.8088664120505651,2.4746177802152964e-24,100,tp0183,CHEMBL2093863;CHEMBL291,Q08493;Q08493,Phosphodiesterase 4;Phosphodiesterase 4C,Homo sapiens;Homo sapiens,Enzyme;Enzyme,Phosphodiesterase;Phosphodiesterase
tp0522,0.945,0.9,0.99,0.989010989010989,0.9424083769633508,0.9842999999999998,0.8936265461998044,1.1051887037301005,0.8083249926798637,2.8029483214359864e-24,100,tp0522,CHEMBL1790,P30518,Vasopressin V2 receptor,Homo sapiens,Membrane receptor,Family A G protein-coupled receptor
tp0408,0.99,0.99,0.99,0.99,0.99,0.9998,0.98,0.767470412698531,0.8078001621173321,3.161553346498472e-24,100,tp0408,CHEMBL4588,P22894,Matrix metalloproteinase 8,Homo sapiens,Enzyme,Protease
tp0064,0.985,0.99,0.98,0.9801980198019802,0.9850746268656716,0.9993,0.9700485036378032,0.4354860462349659,0.8068726802512114,3.907581331057339e-24,100,tp0064,CHEMBL205,P00918,Carbonic anhydrase II,Homo sapiens,Enzyme,Lyase
tp0031,0.955,0.92,0.99,0.989247311827957,0.9533678756476685,0.9967,0.9122377270130142,1.5009719463680224,0.8068256010006116,3.949708912389075e-24,100,tp0031,CHEMBL227,P30556,Type-1 angiotensin II receptor,Homo sapiens,Membrane receptor,Family A G protein-coupled receptor
tp0057,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5960887175362671,0.8067778823017415,3.992860199482324e-24,100,tp0057,CHEMBL1944,P08473,Neprilysin,Homo sapiens,Enzyme,Protease
tp0653,0.99,0.99,0.99,0.99,0.99,0.9969,0.98,0.4008664544674394,0.8062878885489054,4.4633915779511324e-24,100,tp0653,CHEMBL4093;CHEMBL3706564,P55055;P55055,LXR-beta;Liver X receptor,Homo sapiens;Homo sapiens,Transcription factor;Transcription factor,Nuclear receptor;Nuclear receptor
tp0095,0.955,0.91,1.0,1.0,0.9528795811518324,0.9871,0.9137080416200248,0.5681429121308024,0.8058817159127597,4.8940144354378875e-24,100,tp0095,CHEMBL213,P08588,Beta-1 adrenergic receptor,Homo sapiens,Membrane receptor,Family A G protein-coupled receptor
tp0304,0.995,0.99,1.0,1.0,0.9949748743718592,1.0,0.9900495037128092,0.7993783662304423,0.8052105760349125,5.69578525647481e-24,100,tp0304,CHEMBL1913,P09619,Platelet-derived growth factor receptor beta,Homo sapiens,Enzyme,Kinase
tp0246,0.985,0.98,0.99,0.98989898989899,0.984924623115578,0.999,0.9700485036378032,0.4154795430807948,0.8048087660571318,6.235604174355577e-24,100,tp0246,CHEMBL3025,P23280,Carbonic anhydrase VI,Homo sapiens,Enzyme,Lyase
tp0007,0.995,0.99,1.0,1.0,0.9949748743718592,1.0,0.9900495037128092,0.9814337377235052,0.8046879259779827,6.4074798980210535e-24,100,tp0007,CHEMBL2093869,P08514,Integrin alpha-IIb/beta-3,Homo sapiens,Membrane receptor,
tp0261,0.97,0.94,1.0,1.0,0.9690721649484536,0.9986,0.9416965821485116,0.5653493992060294,0.8042364101540846,7.091489050707814e-24,100,tp0261,CHEMBL4625,Q07817,Apoptosis regulator Bcl-X,Homo sapiens,Ion channel,Other ion channel
tp0077,0.995,0.99,1.0,1.0,0.9949748743718592,0.9979,0.9900495037128092,0.6416486865802485,0.8033379628223639,8.670631486881796e-24,100,tp0077,CHEMBL1821,P08173,Muscarinic acetylcholine receptor M4,Homo sapiens,Membrane receptor,Family A G protein-coupled receptor
tp0076,0.93,0.87,0.99,0.9886363636363636,0.925531914893617,0.9736,0.8662596863272839,0.7302284440388758,0.8029322409647723,9.491445987313781e-24,100,tp0076,CHEMBL216,P11229,Muscarinic acetylcholine receptor M1,Homo sapiens,Membrane receptor,Family A G protein-coupled receptor
tp0050,0.995,0.99,1.0,1.0,0.9949748743718592,1.0,0.9900495037128092,0.6814187043749413,0.8027034574703299,9.98717779525888e-24,100,tp0050,CHEMBL2094257;CHEMBL251;CHEMBL2111329,P29274;P29274;P29274,Adenosine A2 receptor;Adenosine A2a receptor;Adenosine receptor,Homo sapiens;Homo sapiens;Homo sapiens,Membrane receptor;Membrane receptor;Membrane receptor,Family A G protein-coupled receptor;Family A G protein-coupled receptor;Family A G protein-coupled receptor
tp0446,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3951119712192978,0.8017476790863972,1.2345262193437964e-23,100,tp0446,CHEMBL4979,P13866,Sodium/glucose cotransporter 1,Homo sapiens,Transporter,Electrochemical transporter
tp0402,0.98,0.97,0.99,0.9897959183673468,0.9797979797979798,0.9957,0.9601920576192068,0.5101308625830737,0.8003087713844015,1.694922265778229e-23,100,tp0402,CHEMBL3524,P56524,Histone deacetylase 4,Homo sapiens,Epigenetic regulator,Eraser
tp0034,0.97,0.94,1.0,1.0,0.9690721649484536,0.9969,0.9416965821485116,0.3948622794607928,0.8002257258578285,1.7260758302365056e-23,100,tp0034,CHEMBL239,Q07869,Peroxisome proliferator-activated receptor alpha,Homo sapiens,Transcription factor,Nuclear receptor
tp0703,0.98,0.96,1.0,1.0,0.979591836734694,0.9932,0.9607689228305228,0.679385647328827,0.8002096753785949,1.7321609777426954e-23,100,tp0703,CHEMBL3119,Q9HBA0,Transient receptor potential cation channel subfamily V member 4,Homo sapiens,Ion channel,Voltage-gated ion channel
tp0069,0.995,1.0,0.99,0.99009900990099,0.9950248756218906,1.0,0.9900495037128092,0.5650250866300166,0.8001920945980591,1.7388502845923432e-23,100,tp0069,CHEMBL332,P03956,Matrix metalloproteinase-1,Homo sapiens,Enzyme,Protease
tp0509,0.99,0.99,0.99,0.99,0.99,0.9996,0.98,0.953049883536537,0.7996462996857315,1.9595073794718028e-23,100,tp0509,CHEMBL2364670;CHEMBL2065,P62593;P62593,Bacterial beta-lactamase TEM;Beta-lactamase TEM,Bacteria;Escherichia coli,Enzyme;Enzyme,Hydrolase;Hydrolase
tp0033,0.955,0.93,0.98,0.9789473684210528,0.953846153846154,0.9957,0.9111396372656012,0.4820998759436879,0.7973432661213771,3.230954469634549e-23,100,tp0033,CHEMBL235,P37231,Peroxisome proliferator-activated receptor gamma,Homo sapiens,Transcription factor,Nuclear receptor
tp0457,0.93,0.89,0.97,0.967391304347826,0.9270833333333334,0.9909,0.8627652804480125,0.8293246818791102,0.7973104652986195,3.2538972892139537e-23,100,tp0457,CHEMBL2243,O00519,Anandamide amidohydrolase,Homo sapiens,Enzyme,Hydrolase
tp0075,0.945,0.9,0.99,0.989010989010989,0.9424083769633508,0.9851,0.8936265461998044,0.7925508703071473,0.7967550174265088,3.667384848410754e-23,100,tp0075,CHEMBL254,P27815,Phosphodiesterase 4A,Homo sapiens,Enzyme,Phosphodiesterase
tp0409,0.99,0.99,0.99,0.99,0.99,0.9991,0.98,0.7773753755203401,0.7964888518143757,3.88324410154095e-23,100,tp0409,CHEMBL4393,P39900,Matrix metalloproteinase 12,Homo sapiens,Enzyme,Protease
tp0251,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7585743368135042,0.7963399146429033,4.009380071367335e-23,100,tp0251,CHEMBL2326,P43166,Carbonic anhydrase VII,Homo sapiens,Enzyme,Lyase
tp0222,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3208658202696333,0.7958116255580572,4.489796764692035e-23,100,tp0222,CHEMBL1908,P15538,Cytochrome P450 11B1,Homo sapiens,Enzyme,Cytochrome P450
tp0114,0.95,0.93,0.97,0.96875,0.9489795918367347,0.9955,0.900720865153615,0.5356706352448294,0.7956651153073998,4.632673876773396e-23,100,tp0114,CHEMBL3880,P07900,Heat shock protein HSP 90-alpha,Homo sapiens,Other cytosolic protein,
tp0051,0.99,0.98,1.0,1.0,0.98989898989899,1.0,0.9801960588196068,0.5588559933630995,0.7956507879355237,4.6468813544449865e-23,100,tp0051,CHEMBL226,P30542,Adenosine A1 receptor,Homo sapiens,Membrane receptor,Family A G protein-coupled receptor
tp0204,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4483105590068679,0.7950076330031249,5.330278934775843e-23,100,tp0204,CHEMBL2693,Q9UIQ6,Cystinyl aminopeptidase,Homo sapiens,Enzyme,Protease
tp0011,0.995,0.99,1.0,1.0,0.9949748743718592,0.9981,0.9900495037128092,0.5598878052462983,0.7936176230121367,7.158337158462681e-23,100,tp0011,CHEMBL1871,P10275,Androgen Receptor,Homo sapiens,Transcription factor,Nuclear receptor
tp0351,0.99,0.99,0.99,0.99,0.99,0.9936,0.98,1.2352927728965617,0.7933765369328017,7.532232851160545e-23,100,tp0351,CHEMBL3972,P22102,GAR transformylase,Homo sapiens,Enzyme,Ligase
tp0112,0.99,1.0,0.98,0.9803921568627452,0.99009900990099,1.0,0.9801960588196068,0.6014951635115622,0.7916105440769484,1.0914525662536725e-22,100,tp0112,CHEMBL1744525,P43490,Nicotinamide phosphoribosyltransferase,Homo sapiens,Enzyme,
tp0203,0.965,0.94,0.99,0.9894736842105264,0.964102564102564,0.9955,0.9311646842384714,0.6967157289291376,0.7915343038755399,1.108980541434928e-22,100,tp0203,CHEMBL1824,P04626,Receptor protein-tyrosine kinase erbB-2,Homo sapiens,Enzyme,Kinase
tp0499,0.96,0.93,0.99,0.9893617021276596,0.9587628865979382,0.9969,0.9216604846559902,1.0459924299549752,0.7915017895584223,1.116538840233544e-22,100,tp0499,CHEMBL5023;CHEMBL1907611,Q00987;Q00987,p53-binding protein Mdm-2;Tumour suppressor p53/oncoprotein Mdm2,Homo sapiens;Homo sapiens,Other nuclear protein;Other nuclear protein|Transcription factor,
tp0476,0.945,0.91,0.98,0.978494623655914,0.9430051813471504,0.9842,0.8921885461995414,0.4637609027484272,0.7913515375171077,1.152123065420106e-22,100,tp0476,CHEMBL4860,P10415,Apoptosis regulator Bcl-2,Homo sapiens,Ion channel,Other ion channel
tp0373,0.995,1.0,0.99,0.99009900990099,0.9950248756218906,0.9999,0.9900495037128092,0.4333987872431505,0.791186787743709,1.1924103582635628e-22,100,tp0373,CHEMBL1787,P18405,Steroid 5-alpha-reductase 1,Homo sapiens,Enzyme,Oxidoreductase
tp0181,0.98,1.0,0.96,0.9615384615384616,0.9803921568627452,1.0,0.9607689228305228,0.7686123422872022,0.7910904435385728,1.2166022775212515e-22,100,tp0181,CHEMBL3890,P16581,Selectin E,Homo sapiens,Adhesion,
tp0237,0.98,0.96,1.0,1.0,0.979591836734694,0.994,0.9607689228305228,0.8957799054008692,0.790990121791417,1.2423007937689648e-22,100,tp0237,CHEMBL259,P32245,Melanocortin receptor 4,Homo sapiens,Membrane receptor,Family A G protein-coupled receptor
tp0433,0.99,0.99,0.99,0.99,0.99,0.9998,0.98,0.6825217416789175,0.7903160716218537,1.4292007889131356e-22,100,tp0433,CHEMBL4427,Q13258,Prostanoid DP receptor,Homo sapiens,Membrane receptor,Family A G protein-coupled receptor
tp0812,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5163369266948434,0.7900577552501358,1.5078565809619076e-22,100,tp0812,CHEMBL2096675,P18084,Integrin alpha-V/beta-5,Homo sapiens,Membrane receptor,
tp0291,0.985,0.97,1.0,1.0,0.9847715736040608,1.0,0.9704367948586524,0.4928695934744144,0.7898161403244327,1.5852325667655532e-22,100,tp0291,CHEMBL2208,P49137,MAP kinase-activated protein kinase 2,Homo sapiens,Enzyme,Kinase
tp0618,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0214213163336865,0.789805797383184,1.5886297237370325e-22,100,tp0618,CHEMBL3377,P03474,Neuraminidase,Influenza B virus (strain B/Lee/1940),Enzyme,Hydrolase
tp0530,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6978268840229398,0.7897519894478147,1.6064177280095017e-22,100,tp0530,CHEMBL1946;CHEMBL2094268,P49286;P49286,Melatonin receptor 1B;Melatonin receptor,Homo sapiens;Homo sapiens,Membrane receptor;Membrane receptor,Family A G protein-coupled receptor;Family A G protein-coupled receptor
tp0295,0.95,0.91,0.99,0.9891304347826086,0.9479166666666666,0.9937,0.9028938981432688,0.554680807497929,0.7880969030015529,2.259008432712672e-22,100,tp0295,CHEMBL2047,Q96RI1,Bile acid receptor FXR,Homo sapiens,Transcription factor,Nuclear receptor
tp0632,0.99,0.98,1.0,1.0,0.98989898989899,0.9992,0.9801960588196068,1.3099415820611566,0.7878692567538692,2.3668957757137384e-22,100,tp0632,CHEMBL4123,P30989,Neurotensin receptor 1,Homo sapiens,Membrane receptor,Family A G protein-coupled receptor
tp0749,0.995,0.99,1.0,1.0,0.9949748743718592,1.0,0.9900495037128092,0.7512889549237791,0.7853213393577354,3.9743945022147435e-22,100,tp0749,CHEMBL4816,Q9Y243,Serine/threonine-protein kinase AKT3,Homo sapiens,Enzyme,Kinase
tp0022,0.955,0.91,1.0,1.0,0.9528795811518324,0.9986,0.9137080416200248,0.5264014253655334,0.784890133617852,4.335735260222689e-22,100,tp0022,CHEMBL222,P23975,Norepinephrine transporter,Homo sapiens,Transporter,Electrochemical transporter
tp0126,0.96,0.92,1.0,1.0,0.9583333333333334,0.9972,0.9229582069908971,0.5517392721720593,0.7836494146810878,5.563139014491444e-22,100,tp0126,CHEMBL1914,P06276,Butyrylcholinesterase,Homo sapiens,Enzyme,Hydrolase
tp0340,0.955,0.91,1.0,1.0,0.9528795811518324,0.9947,0.9137080416200248,0.5646466920418035,0.782868706625182,6.502426524709172e-22,100,tp0340,CHEMBL274,P51681,C-C chemokine receptor type 5,Homo sapiens,Membrane receptor,Family A G protein-coupled receptor
tp0151,0.95,0.9,1.0,1.0,0.9473684210526316,0.9942,0.9045340337332908,0.8477685157343551,0.7820100742507898,7.713863982896202e-22,100,tp0151,CHEMBL2409,P34913,Epoxide hydratase,Homo sapiens,Enzyme,Protease
tp0165,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6630119950149065,0.78146608512771,8.59223377217439e-22,100,tp0165,CHEMBL1978,P11511,Cytochrome P450 19A1,Homo sapiens,Enzyme,Cytochrome P450
tp0091,0.945,0.89,1.0,1.0,0.9417989417989416,0.9883,0.8954338623269738,0.8579017299103839,0.7812692644020827,8.933428651671288e-22,100,tp0091,CHEMBL233;CHEMBL2095181,P35372;P35372,Mu opioid receptor;Opioid receptors; mu/kappa/delta,Homo sapiens;Homo sapiens,Membrane receptor;Membrane receptor,Family A G protein-coupled receptor;Family A G protein-coupled receptor
tp0262,0.995,1.0,0.99,0.99009900990099,0.9950248756218906,0.9999,0.9900495037128092,0.7324737513574219,0.7806230863225001,1.0148906991000569e-21,100,tp0262,CHEMBL287,Q99720,Sigma opioid receptor,Homo sapiens,Membrane receptor,
tp0168,0.99,0.99,0.99,0.99,0.99,0.9998,0.98,0.8225156454255523,0.7800296181948493,1.1406076758318946e-21,100,tp0168,CHEMBL2487,P05067,Amyloid-beta A4 protein,Homo sapiens,Membrane receptor,
tp0083,0.99,0.98,1.0,1.0,0.98989898989899,0.9998,0.9801960588196068,0.6056788965864367,0.7799948983904856,1.1484141342585878e-21,100,tp0083,CHEMBL2095160;CHEMBL3911,Q15722;Q15722,Leukotriene B4 receptor;Leukotriene B4 receptor 1,Homo sapiens;Homo sapiens,Membrane receptor;Membrane receptor,Family A G protein-coupled receptor;Family A G protein-coupled receptor
tp0157,0.97,1.0,0.94,0.9433962264150944,0.970873786407767,0.9992,0.9416965821485116,0.6853862614147332,0.778711631903707,1.4764177987983805e-21,100,tp0157,CHEMBL3024,P53350,Serine/threonine-protein kinase PLK1,Homo sapiens,Enzyme,Kinase
tp0430,0.99,0.99,0.99,0.99,0.99,0.9998,0.98,0.7809906074077333,0.7779808628482568,1.7022317177929602e-21,100,tp0430,CHEMBL1804,P30874,Somatostatin receptor 2,Homo sapiens,Membrane receptor,Family A G protein-coupled receptor
tp0520,0.975,0.96,0.99,0.9896907216494846,0.9746192893401016,0.9765,0.9504277887790924,0.2616871451590221,0.7775252294911679,1.8596804290263495e-21,100,tp0520,CHEMBL4306,P22460,Voltage-gated potassium channel subunit Kv1.5,Homo sapiens,Ion channel,Voltage-gated ion channel
tp0055,0.99,0.98,1.0,1.0,0.98989898989899,1.0,0.9801960588196068,0.3318641227956913,0.7757146198703327,2.6376697942382767e-21,100,tp0055,CHEMBL2002;CHEMBL2111369,P12268;P12268,Inosine-5'-monophosphate dehydrogenase 2;Inosine-5'-monophosphate dehydrogenase (IMPDH),Homo sapiens;Homo sapiens,Enzyme;Enzyme,Oxidoreductase;Oxidoreductase
tp0059,0.975,0.96,0.99,0.9896907216494846,0.9746192893401016,0.999,0.9504277887790924,0.7264033294444251,0.7757051553628938,2.642470289981105e-21,100,tp0059,CHEMBL2051,P03468,Neuraminidase,Influenza A virus (A/Puerto Rico/8/1934(H1N1)),Enzyme,Hydrolase
tp0361,0.97,0.96,0.98,0.979591836734694,0.9696969696969696,0.9962,0.9401880564188068,0.6290598807061811,0.7752074524237876,2.907252275718624e-21,100,tp0361,CHEMBL5805,Q9NR97,Toll-like receptor 8,Homo sapiens,Membrane receptor,Toll-like and Il-1 receptors
tp0294,0.975,0.95,1.0,1.0,0.9743589743589745,0.9968,0.9511897312113418,0.6061677328499513,0.7743752524228497,3.408726216241194e-21,100,tp0294,CHEMBL3691,Q13822,Autotaxin,Homo sapiens,Enzyme,
tp0539,0.995,0.99,1.0,1.0,0.9949748743718592,0.9999,0.9900495037128092,0.6253793058679757,0.7721067255012498,5.241971562773791e-21,100,tp0539,CHEMBL1798,Q9Y271,Cysteinyl leukotriene receptor 1,Homo sapiens,Membrane receptor,Family A G protein-coupled receptor
tp0019,0.995,0.99,1.0,1.0,0.9949748743718592,1.0,0.9900495037128092,0.5411445075068387,0.7717055816490748,5.653543934767152e-21,100,tp0019,CHEMBL3371,P50406,Serotonin 6 (5-HT6) receptor,Homo sapiens,Membrane receptor,Family A G protein-coupled receptor
tp0422,0.985,1.0,0.97,0.970873786407767,0.9852216748768472,0.9979,0.9704367948586524,0.5478093944082065,0.7715967053637987,5.770570352485816e-21,100,tp0422,CHEMBL5285,Q99683,Mitogen-activated protein kinase kinase kinase 5,Homo sapiens,Enzyme,Kinase
tp0241,0.99,0.98,1.0,1.0,0.98989898989899,0.9991,0.9801960588196068,1.1340980760291828,0.7715033122398717,5.8728299898534604e-21,100,tp0241,CHEMBL2652,O00408,Phosphodiesterase 2A,Homo sapiens,Enzyme,Phosphodiesterase
tp0231,0.995,1.0,0.99,0.99009900990099,0.9950248756218906,1.0,0.9900495037128092,0.5606409224173909,0.7688361470892352,9.664942156726524e-21,100,tp0231,CHEMBL4315,P47900,Purinergic receptor P2Y1,Homo sapiens,Membrane receptor,Family A G protein-coupled receptor
tp0614,0.985,0.97,1.0,1.0,0.9847715736040608,0.9989,0.9704367948586524,0.6560090062807639,0.7687271388876871,9.862341088663267e-21,100,tp0614,CHEMBL2821,P00748,Coagulation factor XII,Homo sapiens,Enzyme,Protease
tp0426,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5221657944659763,0.768654385302089,9.99626469840536e-21,100,tp0426,CHEMBL1792,P35346,Somatostatin receptor 5,Homo sapiens,Membrane receptor,Family A G protein-coupled receptor
tp0435,0.97,0.96,0.98,0.979591836734694,0.9696969696969696,0.9978,0.9401880564188068,0.4804643187132595,0.7681192489270926,1.1037188972109668e-20,100,tp0435,CHEMBL1985,P47871,Glucagon receptor,Homo sapiens,Membrane receptor,Family B G protein-coupled receptor
tp0463,0.995,0.99,1.0,1.0,0.9949748743718592,0.9998,0.9900495037128092,0.4933410292272585,0.7671564044316415,1.3181780013795367e-20,100,tp0463,CHEMBL2274,Q9H228,Sphingosine 1-phosphate receptor Edg-8,Homo sapiens,Membrane receptor,Family A G protein-coupled receptor
tp0744,0.99,0.99,0.99,0.99,0.99,0.9989,0.98,0.5310105815602515,0.7670551686665783,1.3429524972301504e-20,100,tp0744,CHEMBL3070,P05362,Intercellular adhesion molecule-1,Homo sapiens,Adhesion,
tp0227,0.975,0.99,0.96,0.9611650485436892,0.9753694581280788,0.9991,0.9504277887790924,0.7154561496911827,0.7667083030763969,1.4313206094266798e-20,100,tp0227,CHEMBL1907594;CHEMBL3068,P32297;P32297,Neuronal acetylcholine receptor; alpha3/beta4;Neuronal acetylcholine receptor subunit alpha-3,Homo sapiens;Homo sapiens,Ion channel;Ion channel,Ligand-gated ion channel;Ligand-gated ion channel
tp0284,0.975,0.96,0.99,0.9896907216494846,0.9746192893401016,0.9989,0.9504277887790924,1.0543213341818505,0.7663069392699857,1.540642820095487e-20,100,tp0284,CHEMBL4040;CHEMBL1907606,P28482;P28482,MAP kinase ERK2;Mitogen-activated protein kinase; ERK1/ERK2,Homo sapiens;Homo sapiens,Enzyme;Enzyme,Kinase;Kinase
tp0302,0.985,0.97,1.0,1.0,0.9847715736040608,0.9972,0.9704367948586524,0.7340896550891293,0.7658069688667097,1.6882275288687183e-20,100,tp0302,CHEMBL4282;CHEMBL2111353,P31749;P31749,Serine/threonine-protein kinase AKT;Serine/threonine-protein kinase AKT,Homo sapiens;Homo sapiens,Enzyme;Enzyme,Kinase;Kinase
tp0470,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.016662153664912,0.764961562836339,1.969632996920271e-20,100,tp0470,CHEMBL4607,P50052,Angiotensin II type 2 (AT-2) receptor,Homo sapiens,Membrane receptor,Family A G protein-coupled receptor
tp0713,0.99,0.99,0.99,0.99,0.99,0.9995,0.98,0.5960557035210087,0.7649592324171783,1.970468460828221e-20,100,tp0713,CHEMBL2063,Q16739,Ceramide glucosyltransferase,Homo sapiens,Enzyme,Transferase
tp0042,0.98,0.98,0.98,0.98,0.98,0.9981,0.96,0.6681461029599066,0.764286911602654,2.2264628775710683e-20,100,tp0042,CHEMBL247,Q72547,Human immunodeficiency virus type 1 reverse transcriptase,Human immunodeficiency virus 1,Enzyme,Hydrolase
tp0482,0.985,0.97,1.0,1.0,0.9847715736040608,0.9993,0.9704367948586524,0.8381301733449643,0.7642450108490569,2.243445819302529e-20,100,tp0482,CHEMBL3338,P37268,Squalene synthetase,Homo sapiens,Enzyme,Transferase
tp0588,0.94,0.88,1.0,1.0,0.9361702127659576,0.9774,0.8864052604279183,0.8030060312683535,0.7642154643650794,2.2554970980151842e-20,100,tp0588,CHEMBL1997,Q99808,Equilibrative nucleoside transporter 1,Homo sapiens,Transporter,Electrochemical transporter
tp0106,0.995,0.99,1.0,1.0,0.9949748743718592,1.0,0.9900495037128092,0.4434065952838018,0.7630600496060012,2.77946947373735e-20,100,tp0106,CHEMBL2736,Q14833,Metabotropic glutamate receptor 4,Homo sapiens,Membrane receptor,Family C G protein-coupled receptor
tp0048,0.99,1.0,0.98,0.9803921568627452,0.99009900990099,0.9996,0.9801960588196068,0.8165369230293426,0.7625295364255082,3.058043145188807e-20,100,tp0048,CHEMBL1881,P43116,Prostanoid EP2 receptor,Homo sapiens,Membrane receptor,Family A G protein-coupled receptor
tp0627,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7334098812738818,0.7614175690104593,3.732849557273741e-20,100,tp0627,CHEMBL5141,O43174,Cytochrome P450 26A1,Homo sapiens,Enzyme,Cytochrome P450
tp0167,0.97,0.96,0.98,0.979591836734694,0.9696969696969696,0.9939,0.9401880564188068,1.0818566149656936,0.7612993342114232,3.812594041647639e-20,100,tp0167,CHEMBL248,P08246,Leukocyte elastase,Homo sapiens,Enzyme,Protease
tp0010,0.995,0.99,1.0,1.0,0.9949748743718592,1.0,0.9900495037128092,0.6774397440380622,0.7612417929147685,3.852000282254646e-20,100,tp0010,CHEMBL2034,P04150,Glucocorticoid receptor,Homo sapiens,Transcription factor,Nuclear receptor
tp0104,0.93,0.89,0.97,0.967391304347826,0.9270833333333334,0.9812,0.8627652804480125,0.5058983984974327,0.7612157572201378,3.8699603191245646e-20,100,tp0104,CHEMBL1850,P21918,Dopamine D5 receptor,Homo sapiens,Membrane receptor,Family A G protein-coupled receptor
tp0755,0.9,0.88,0.92,0.9166666666666666,0.8979591836734694,0.9728,0.8006407690254356,0.5366849093827049,0.7604670687544313,4.422726511956359e-20,100,tp0755,CHEMBL2023,P21964,Catechol O-methyltransferase,Homo sapiens,Enzyme,Transferase
tp0135,0.985,1.0,0.97,0.970873786407767,0.9852216748768472,1.0,0.9704367948586524,0.5684291789256539,0.7602665032008075,4.5833952250685255e-20,100,tp0135,CHEMBL1900,P15121,Aldose reductase,Homo sapiens,Enzyme,Oxidoreductase
tp0038,0.98,0.97,0.99,0.9897959183673468,0.9797979797979798,0.9931,0.9601920576192068,0.5737114530160345,0.7600180076720574,4.790346898393569e-20,100,tp0038,CHEMBL223,P25100,Alpha-1d adrenergic receptor,Homo sapiens,Membrane receptor,Family A G protein-coupled receptor
tp0389,0.985,0.97,1.0,1.0,0.9847715736040608,0.9948,0.9704367948586524,0.6716078458252,0.7598971810100856,4.894229787999085e-20,100,tp0389,CHEMBL1865,Q9UBN7,Histone deacetylase 6,Homo sapiens,Epigenetic regulator,Eraser
tp0778,0.985,0.98,0.99,0.98989898989899,0.984924623115578,0.9982,0.9700485036378032,0.6313870331972601,0.7594468388419078,5.3010717342392475e-20,100,tp0778,CHEMBL2434,P25025,Interleukin-8 receptor B,Homo sapiens,Membrane receptor,Family A G protein-coupled receptor
tp0039,0.94,0.89,0.99,0.9888888888888888,0.936842105263158,0.9878,0.8844332774281066,0.908172483518786,0.7593001146699415,5.440590257627281e-20,100,tp0039,CHEMBL229,P35348,Alpha-1a adrenergic receptor,Homo sapiens,Membrane receptor,Family A G protein-coupled receptor
tp0383,0.995,0.99,1.0,1.0,0.9949748743718592,0.9996,0.9900495037128092,0.6905257684004511,0.7586826493380119,6.067893333026926e-20,100,tp0383,CHEMBL2888,Q14832,Metabotropic glutamate receptor 3,Homo sapiens,Membrane receptor,Family C G protein-coupled receptor
tp0425,0.98,0.99,0.97,0.9705882352941176,0.9801980198019802,0.9993,0.9601920576192068,0.3840576842655542,0.7583985101989164,6.37967625957807e-20,100,tp0425,CHEMBL3572,P11597,Cholesteryl ester transfer protein,Homo sapiens,Ion channel,Other ion channel
tp0036,0.965,0.95,0.98,0.979381443298969,0.964467005076142,0.9949,0.9304187826995326,0.4885174230850651,0.7583816133695309,6.398699798030718e-20,100,tp0036,CHEMBL1835,P24557,Thromboxane-A synthase,Homo sapiens,Enzyme,Cytochrome P450
tp0478,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3521625204642075,0.7582654797813527,6.530951210533776e-20,100,tp0478,CHEMBL1878,P41180,Calcium sensing receptor,Homo sapiens,Membrane receptor,Family C G protein-coupled receptor
tp0289,0.99,0.98,1.0,1.0,0.98989898989899,1.0,0.9801960588196068,0.4017020411326359,0.7575034464770284,7.467091258654263e-20,100,tp0289,CHEMBL5804,Q9NR96,Toll-like receptor 9,Homo sapiens,Membrane receptor,Toll-like and Il-1 receptors
tp0527,0.995,1.0,0.99,0.99009900990099,0.9950248756218906,1.0,0.9900495037128092,0.584198790370722,0.7567644035699986,8.498986992378368e-20,100,tp0527,CHEMBL1870,P28702,Retinoid X receptor beta,Homo sapiens,Transcription factor,Nuclear receptor
tp0121,0.995,0.99,1.0,1.0,0.9949748743718592,1.0,0.9900495037128092,1.0646028479109253,0.7567583113716981,8.508044227473031e-20,100,tp0121,CHEMBL1826,P0AES6,DNA gyrase subunit B,Escherichia coli,Enzyme,Isomerase
tp0061,0.99,0.99,0.99,0.99,0.99,0.9999,0.98,0.5049867907404847,0.7567215297650222,8.562926957980399e-20,100,tp0061,CHEMBL261,P00915,Carbonic anhydrase I,Homo sapiens,Enzyme,Lyase
